unique_key,complaint_text,agency,agency_name,borough,created_date,status,open_data_channel_type
67617157,problem: snow or ice. details: snow tracking. location type: street. borough: manhattan,DSNY,Department of Sanitation,manhattan,2026-01-26T02:03:32.000,Closed,ONLINE
67615832,problem: noise - residential. details: loud television. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:58:15.000,Closed,ONLINE
67612686,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:55:05.000,Closed,ONLINE
67617087,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:54:12.000,Closed,PHONE
67615593,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:49:35.000,Closed,PHONE
67611498,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:48:41.000,Closed,PHONE
67608597,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:47:51.000,Closed,ONLINE
67614152,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T01:46:26.000,Closed,PHONE
67607083,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:42:31.000,Closed,MOBILE
67616000,problem: noise - residential. details: loud talking. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T01:41:43.000,Closed,PHONE
67614499,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T01:37:36.000,Closed,PHONE
67606671,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:35:56.000,Closed,PHONE
67610091,problem: noise - vehicle. details: car/truck music. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T01:35:51.000,Closed,PHONE
67615904,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:34:28.000,Closed,MOBILE
67608305,problem: snow or ice. details: snow tracking. location type: street. borough: bronx,DSNY,Department of Sanitation,bronx,2026-01-26T01:32:46.000,Closed,ONLINE
67608601,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:31:11.000,Closed,PHONE
67614101,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:29:36.000,Closed,PHONE
67607113,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:29:15.000,Closed,ONLINE
67611200,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T01:29:13.000,Closed,PHONE
67608544,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T01:29:00.000,Closed,ONLINE
67607084,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T01:25:59.000,Closed,PHONE
67606785,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:22:08.000,Closed,ONLINE
67615585,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:22:06.000,Closed,MOBILE
67609951,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T01:17:21.000,Closed,ONLINE
67612972,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:16:33.000,Closed,ONLINE
67610050,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:14:25.000,Closed,ONLINE
67615960,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:13:21.000,Closed,ONLINE
67614456,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T01:12:35.000,Closed,MOBILE
67617072,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:12:12.000,Closed,PHONE
67614500,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T01:11:08.000,Closed,MOBILE
67612687,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:11:04.000,Closed,ONLINE
67605586,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T01:10:14.000,Closed,MOBILE
67608636,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T01:09:30.000,Closed,ONLINE
67617052,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:09:09.000,Closed,MOBILE
67612904,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T01:09:05.000,Closed,MOBILE
67615921,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T01:07:55.000,Closed,ONLINE
67605570,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T01:05:53.000,Closed,PHONE
67606743,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T01:04:35.000,Closed,ONLINE
67614153,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:02:08.000,Closed,MOBILE
67612963,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T01:00:45.000,Closed,PHONE
67614124,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T01:00:21.000,Closed,ONLINE
67615643,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:59:12.000,Closed,ONLINE
67612854,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:58:36.000,Closed,MOBILE
67614445,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:57:16.000,Closed,PHONE
67605496,problem: noise - residential. details: loud television. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:57:16.000,Closed,PHONE
67606707,problem: snow or ice. details: snow tracking. location type: street. borough: bronx,DSNY,Department of Sanitation,bronx,2026-01-26T00:56:06.000,Closed,PHONE
67614363,problem: illegal parking. details: commercial overnight parking. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:55:49.000,Closed,ONLINE
67608568,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:54:43.000,Closed,ONLINE
67608267,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:54:30.000,Closed,ONLINE
67609655,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:54:23.000,Closed,MOBILE
67611331,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:53:43.000,Closed,MOBILE
67611155,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:52:37.000,Closed,PHONE
67613930,problem: drug activity. details: use indoor. location type: other. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:51:11.000,Closed,ONLINE
67605618,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:45:54.000,Closed,PHONE
67612589,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:44:23.000,Closed,ONLINE
67608297,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:42:37.000,Closed,ONLINE
67614524,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:40:17.000,Closed,ONLINE
67615922,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:38:05.000,Closed,ONLINE
67615644,problem: snow or ice. details: snow tracking. location type: street. borough: manhattan,DSNY,Department of Sanitation,manhattan,2026-01-26T00:36:40.000,Closed,ONLINE
67615385,problem: abandoned vehicle. details: with license plate. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:35:54.000,Closed,MOBILE
67611488,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:35:29.000,Closed,PHONE
67605584,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:34:59.000,Closed,PHONE
67611194,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:34:56.000,Closed,ONLINE
67612572,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:32:52.000,Closed,PHONE
67608640,problem: noise - street/sidewalk. details: loud talking. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:32:44.000,Closed,MOBILE
67617073,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:32:23.000,Closed,MOBILE
67610053,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:31:52.000,Closed,ONLINE
67610057,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:30:50.000,Closed,PHONE
67608197,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:30:33.000,Closed,MOBILE
67614385,problem: noise - residential. details: loud television. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:30:29.000,Closed,ONLINE
67608548,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:30:07.000,Closed,MOBILE
67608550,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:30:02.000,Closed,PHONE
67612976,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:28:42.000,Closed,MOBILE
67615456,problem: encampment. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:27:43.000,Closed,MOBILE
67608551,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:27:29.000,Closed,PHONE
67609735,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:27:03.000,Closed,ONLINE
67611448,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:26:21.000,Closed,MOBILE
67609999,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:25:21.000,Closed,ONLINE
67607038,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:23:16.000,Closed,ONLINE
67617074,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-26T00:22:11.000,Closed,PHONE
67615834,problem: noise - residential. details: loud television. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:22:03.000,Closed,PHONE
67605581,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:22:02.000,Closed,ONLINE
67615650,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:20:57.000,Closed,ONLINE
67612660,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:20:53.000,Closed,ONLINE
67612964,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:20:20.000,Closed,MOBILE
67605652,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:19:20.000,Closed,ONLINE
67615968,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:18:22.000,Closed,PHONE
67615742,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:18:13.000,Closed,MOBILE
67611519,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:17:23.000,Closed,ONLINE
67612988,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:17:22.000,Closed,ONLINE
67611446,problem: noise - park. details: loud music/party. location type: park/playground. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:15:42.000,Closed,ONLINE
67609521,problem: abandoned vehicle. details: with license plate. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:15:21.000,Closed,ONLINE
67611149,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:14:29.000,Closed,PHONE
67608183,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:13:45.000,Closed,PHONE
67609525,problem: animal-abuse. details: neglected. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:13:41.000,Closed,ONLINE
67607036,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-26T00:13:33.000,Closed,MOBILE
67611075,problem: illegal parking. details: blocked crosswalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:13:21.000,Closed,PHONE
67615984,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:13:20.000,Closed,ONLINE
67610080,problem: noise - residential. details: loud talking. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-26T00:11:49.000,Closed,MOBILE
67611038,problem: illegal parking. details: parking permit improper use. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:10:37.000,Closed,ONLINE
67615900,problem: noise - commercial. details: loud music/party. location type: store/commercial. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:10:27.000,Closed,MOBILE
67607141,problem: noise - residential. details: loud talking. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-26T00:10:21.000,Closed,MOBILE
67608627,problem: noise - residential. details: loud talking. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-26T00:09:16.000,Closed,MOBILE
67608552,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:09:13.000,Closed,MOBILE
67606950,problem: noise - residential. details: loud television. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:08:46.000,Closed,ONLINE
67606508,problem: illegal parking. details: parking permit improper use. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:08:33.000,Closed,PHONE
67614180,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:08:30.000,Closed,MOBILE
67617167,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:08:21.000,Closed,ONLINE
67611116,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:08:16.000,Closed,PHONE
67612959,problem: noise - commercial. details: loud music/party. location type: store/commercial. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:07:20.000,Closed,PHONE
67614503,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:07:14.000,Closed,MOBILE
67615679,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:07:11.000,Closed,PHONE
67607101,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-26T00:06:59.000,Closed,ONLINE
67607039,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-26T00:05:35.000,Closed,ONLINE
67608579,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:05:24.000,Closed,MOBILE
67607103,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:04:44.000,Closed,MOBILE
67615661,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-26T00:03:06.000,Closed,PHONE
67607148,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-26T00:03:03.000,Closed,ONLINE
67608577,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:02:25.000,Closed,ONLINE
67608596,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-26T00:02:22.000,Closed,MOBILE
67611431,problem: non-emergency police matter. details: trespassing. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-26T00:00:18.000,Closed,ONLINE
67608333,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-26T00:00:15.000,Closed,PHONE
67611157,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-25T23:59:52.000,Closed,PHONE
67605636,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:58:17.000,Closed,ONLINE
67616008,problem: noise - street/sidewalk. details: loud talking. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:57:54.000,Closed,MOBILE
67608184,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:57:53.000,Closed,PHONE
67614537,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:57:14.000,Closed,ONLINE
67609789,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-25T23:56:39.000,Closed,ONLINE
67609656,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-25T23:56:24.000,Closed,MOBILE
67617075,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:55:58.000,Closed,PHONE
67609918,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:53:53.000,Closed,PHONE
67609909,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:52:13.000,Closed,ONLINE
67612624,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:51:01.000,Closed,MOBILE
67615876,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:50:33.000,Closed,ONLINE
67606820,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:49:50.000,Closed,ONLINE
67609997,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:49:47.000,Closed,MOBILE
67606683,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:49:22.000,Closed,PHONE
67607077,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:49:00.000,Closed,ONLINE
67614446,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T23:48:17.000,Closed,MOBILE
67611425,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:47:42.000,Closed,MOBILE
67606949,problem: noise - residential. details: loud television. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:47:07.000,Closed,PHONE
67614112,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:46:27.000,Closed,ONLINE
67608598,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:45:45.000,Closed,MOBILE
67610037,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:45:06.000,Closed,MOBILE
67607095,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:44:59.000,Closed,ONLINE
67608608,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:44:53.000,Closed,PHONE
67611231,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:44:51.000,Closed,ONLINE
67612965,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:44:31.000,Closed,MOBILE
67612591,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-25T23:44:24.000,Closed,ONLINE
67608543,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:43:41.000,Closed,ONLINE
67615773,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T23:43:35.000,Closed,PHONE
67615915,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:43:27.000,Closed,ONLINE
67608250,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:42:11.000,Closed,MOBILE
67606597,problem: illegal parking. details: parking permit improper use. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:41:39.000,Closed,MOBILE
67608221,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-25T23:41:19.000,Closed,MOBILE
67611494,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:39:50.000,Closed,ONLINE
67615617,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:37:30.000,Closed,ONLINE
67608542,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:37:10.000,Closed,MOBILE
67606869,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:35:40.000,Closed,MOBILE
67607135,problem: noise - residential. details: loud talking. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:35:39.000,Closed,ONLINE
67607079,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T23:35:35.000,Closed,MOBILE
67615901,problem: noise - commercial. details: loud music/party. location type: store/commercial. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:35:22.000,Closed,PHONE
67614482,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-25T23:34:02.000,Closed,ONLINE
67605619,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:33:59.000,Closed,PHONE
67614457,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:33:12.000,Closed,MOBILE
67611495,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T23:32:49.000,Closed,ONLINE
67611444,problem: noise - commercial. details: loud music/party. location type: store/commercial. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T23:32:46.000,Closed,MOBILE
67606787,problem: snow or ice. details: snow tracking. location type: street. borough: staten island,DSNY,Department of Sanitation,staten island,2026-01-25T23:32:43.000,Closed,ONLINE
67612647,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-25T23:32:23.000,Closed,PHONE
67614312,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:32:10.000,Closed,ONLINE
67608229,problem: snow or ice. details: snow tracking. location type: street. borough: brooklyn,DSNY,Department of Sanitation,brooklyn,2026-01-25T23:31:35.000,Closed,MOBILE
67608274,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-25T23:30:03.000,Closed,ONLINE
67608303,problem: snow or ice. details: snow tracking. location type: street. borough: queens,DSNY,Department of Sanitation,queens,2026-01-25T23:28:49.000,Closed,ONLINE
67605562,problem: noise - commercial. details: loud music/party. location type: club/bar/restaurant. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T23:27:50.000,Closed,PHONE
67607130,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T23:27:48.000,Closed,ONLINE
67607049,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-25T23:27:42.000,Closed,MOBILE
