unique_key,complaint_text,agency,agency_name,borough,created_date,status,open_data_channel_type
67614490,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:30:23.000,Closed,MOBILE
67606945,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:30:22.000,Closed,MOBILE
67615896,problem: noise - commercial. details: loud music/party. location type: club/bar/restaurant. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:29:33.000,Closed,ONLINE
67606875,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:17.000,Closed,ONLINE
67614061,problem: illegal parking. details: blocked crosswalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:14.000,Closed,ONLINE
67615820,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:11.000,Closed,ONLINE
67609915,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:07.000,Closed,ONLINE
67608395,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:05.000,Closed,ONLINE
67609623,problem: illegal parking. details: blocked crosswalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:03.000,Closed,ONLINE
67605425,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:29:01.000,Closed,ONLINE
67610960,problem: water system. details: no water (wnw). borough: bronx,DEP,Department of Environmental Protection,bronx,2026-01-25T08:29:00.000,Closed,PHONE
67605458,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:28:59.000,Closed,ONLINE
67614376,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:28:56.000,Closed,ONLINE
67615373,problem: illegal parking. details: blocked bike lane. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:28:31.000,Closed,MOBILE
67615818,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:27:35.000,Closed,PHONE
67615809,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:27:22.000,Closed,ONLINE
67612507,problem: homeless person assistance. details: non-chronic. location type: house of worship. borough: manhattan,DHS,Department of Homeless Services,manhattan,2026-01-25T08:27:21.000,Closed,PHONE
67611333,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:27:03.000,Closed,ONLINE
67614331,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: staten island,NYPD,New York City Police Department,staten island,2026-01-25T08:26:38.000,Closed,ONLINE
67611604,problem: heat/hot water. details: apartment only. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T08:25:32.000,Closed,ONLINE
67607433,problem: heat/hot water. details: entire building. location type: residential building. borough: brooklyn,HPD,Department of Housing Preservation and Development,brooklyn,2026-01-25T08:25:05.000,Closed,PHONE
67609511,problem: drug activity. details: use indoor. location type: other. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:25:03.000,Closed,ONLINE
67612802,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:25:02.000,Closed,MOBILE
67615775,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:24:52.000,Closed,ONLINE
67615476,problem: homeless person assistance. details: chronic. location type: store/commercial. borough: manhattan,DHS,Department of Homeless Services,manhattan,2026-01-25T08:24:46.000,Closed,MOBILE
67615937,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:24:27.000,Closed,ONLINE
67612144,problem: heat/hot water. details: entire building. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T08:24:22.000,Closed,ONLINE
67608500,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:24:04.000,Closed,MOBILE
67605445,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:23:15.000,Closed,ONLINE
67605465,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:22:01.000,Closed,ONLINE
67611395,problem: traffic signal condition. details: wireless. borough: bronx,DOT,Department of Transportation,bronx,2026-01-25T08:22:00.000,Closed,UNKNOWN
67609849,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:21:02.000,Closed,ONLINE
67608503,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:20:48.000,Closed,ONLINE
67616327,problem: heat/hot water. details: entire building. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T08:20:35.000,Closed,ONLINE
67608022,problem: animal-abuse. details: no shelter. location type: residential building. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:20:27.000,Closed,PHONE
67609874,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:20:11.000,Closed,ONLINE
67607037,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:20:00.000,Closed,ONLINE
67611343,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:19:29.000,Closed,ONLINE
67615887,problem: traffic signal condition. details: controller. borough: brooklyn,DOT,Department of Transportation,brooklyn,2026-01-25T08:19:00.000,Closed,UNKNOWN
67608406,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:18:26.000,Closed,ONLINE
67615771,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:18:26.000,Closed,ONLINE
67605411,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:18:00.000,Closed,MOBILE
67612915,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:17:00.000,Closed,ONLINE
67606275,problem: heat/hot water. details: entire building. location type: residential building. borough: bronx,HPD,Department of Housing Preservation and Development,bronx,2026-01-25T08:16:59.000,Closed,ONLINE
67611325,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:15:39.000,Closed,MOBILE
67611464,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:15:39.000,Closed,ONLINE
67612850,problem: illegal parking. details: commercial overnight parking. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:15:22.000,Closed,MOBILE
67605459,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:14:16.000,Closed,ONLINE
67612916,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:13:25.000,Closed,ONLINE
67609898,problem: illegal parking. details: commercial overnight parking. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:13:21.000,Closed,ONLINE
67605454,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:13:18.000,Closed,MOBILE
67614411,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:13:05.000,Closed,ONLINE
67610096,problem: animal in a park. details: dog off leash. location type: park. borough: manhattan,DPR,Department of Parks and Recreation,manhattan,2026-01-25T08:12:37.000,Closed,ONLINE
67615789,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:12:18.000,Closed,ONLINE
67615781,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:12:08.000,Closed,ONLINE
67612944,problem: traffic signal condition. details: controller. borough: queens,DOT,Department of Transportation,queens,2026-01-25T08:12:00.000,Closed,UNKNOWN
67609626,problem: illegal parking. details: blocked crosswalk. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:11:55.000,Closed,ONLINE
67610092,problem: noise - vehicle. details: car/truck music. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:11:54.000,Closed,ONLINE
67605602,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:11:49.000,Closed,ONLINE
67605520,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:10:59.000,Closed,MOBILE
67605413,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:10:51.000,Closed,MOBILE
67614347,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:10:47.000,Closed,MOBILE
67611374,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:10:13.000,Closed,ONLINE
67612846,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:10:03.000,Closed,ONLINE
67610085,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:09:40.000,Closed,MOBILE
67614352,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:09:18.000,Closed,ONLINE
67609946,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:08:18.000,Closed,MOBILE
67608418,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:08:08.000,Closed,ONLINE
67613002,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:07:55.000,Closed,ONLINE
67611330,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:07:25.000,Closed,MOBILE
67612883,problem: traffic signal condition. details: wireless. borough: bronx,DOT,Department of Transportation,bronx,2026-01-25T08:07:00.000,Closed,UNKNOWN
67608106,problem: encampment. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:06:38.000,Closed,ONLINE
67606902,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:06:09.000,Closed,ONLINE
67614454,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:05:01.000,Closed,ONLINE
67616001,problem: noise - residential. details: loud talking. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T08:04:23.000,Closed,PHONE
67609586,problem: homeless person assistance. details: non-chronic. location type: store/commercial. borough: brooklyn,DHS,Department of Homeless Services,brooklyn,2026-01-25T08:04:10.000,Closed,PHONE
67614357,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T08:04:00.000,Closed,ONLINE
67605500,problem: traffic signal condition. details: wireless. borough: brooklyn,DOT,Department of Transportation,brooklyn,2026-01-25T08:04:00.000,Closed,UNKNOWN
67606928,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T08:03:07.000,Closed,MOBILE
67613046,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:02:46.000,Closed,ONLINE
67605994,problem: heat/hot water. details: entire building. location type: residential building. borough: bronx,HPD,Department of Housing Preservation and Development,bronx,2026-01-25T08:02:20.000,Closed,ONLINE
67615790,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T08:01:55.000,Closed,ONLINE
67608445,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:58:16.000,Closed,MOBILE
67611047,problem: encampment. location type: subway. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:57:34.000,Closed,ONLINE
67608689,problem: heat/hot water. details: apartment only. location type: residential building. borough: queens,HPD,Department of Housing Preservation and Development,queens,2026-01-25T07:56:51.000,Closed,ONLINE
67615756,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:54:04.000,Closed,MOBILE
67615923,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:52:43.000,Closed,ONLINE
67609875,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:52:27.000,Closed,ONLINE
67609910,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:50:49.000,Closed,MOBILE
67605507,problem: noise - vehicle. details: engine idling. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:50:02.000,Closed,MOBILE
67615868,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:47:55.000,Closed,ONLINE
67609513,problem: water system. details: no water (wnw). borough: queens,DEP,Department of Environmental Protection,queens,2026-01-25T07:47:00.000,Closed,PHONE
67610051,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:46:45.000,Closed,ONLINE
67608462,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:45:13.000,Closed,MOBILE
67614380,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:44:58.000,Closed,MOBILE
67611089,problem: illegal parking. details: license plate obscured. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:44:31.000,Closed,PHONE
67615757,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:44:11.000,Closed,MOBILE
67609833,problem: water system. details: possible water main break (use comments) (wa1). borough: manhattan,DEP,Department of Environmental Protection,manhattan,2026-01-25T07:44:00.000,Closed,ONLINE
67612822,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:43:07.000,Closed,ONLINE
67605422,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:42:48.000,Closed,MOBILE
67605737,problem: heat/hot water. details: apartment only. location type: residential building. borough: bronx,HPD,Department of Housing Preservation and Development,bronx,2026-01-25T07:42:43.000,Closed,ONLINE
67611478,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:42:40.000,Closed,ONLINE
67614333,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:42:37.000,Closed,MOBILE
67610071,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:40:55.000,Closed,ONLINE
67606870,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:39:06.000,Closed,MOBILE
67608501,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:38:33.000,Closed,MOBILE
67610023,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:38:01.000,Closed,ONLINE
67613659,problem: heat/hot water. details: entire building. location type: residential building. borough: brooklyn,HPD,Department of Housing Preservation and Development,brooklyn,2026-01-25T07:37:58.000,Closed,ONLINE
67608388,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:37:40.000,Closed,ONLINE
67609960,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:37:24.000,Closed,MOBILE
67616968,problem: encampment. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:37:07.000,Closed,ONLINE
67615732,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:37:04.000,Closed,MOBILE
67611856,problem: heat/hot water. details: entire building. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T07:35:31.000,Closed,ONLINE
67606899,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:35:25.000,Closed,MOBILE
67614431,problem: traffic signal condition. details: controller. borough: bronx,DOT,Department of Transportation,bronx,2026-01-25T07:35:00.000,Closed,UNKNOWN
67615899,problem: noise - commercial. details: loud music/party. location type: store/commercial. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:34:08.000,Closed,MOBILE
67611350,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:34:05.000,Closed,MOBILE
67606989,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:34:00.000,Closed,ONLINE
67612496,problem: encampment. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:33:48.000,Closed,ONLINE
67614455,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:33:39.000,Closed,MOBILE
67615374,problem: water system. details: no water (wnw). borough: queens,DEP,Department of Environmental Protection,queens,2026-01-25T07:32:00.000,Closed,PHONE
67613342,problem: heat/hot water. details: entire building. location type: residential building. borough: bronx,HPD,Department of Housing Preservation and Development,bronx,2026-01-25T07:31:57.000,Closed,ONLINE
67614402,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:30:27.000,Closed,ONLINE
67614532,problem: noise - street/sidewalk. details: loud music/party. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:30:25.000,Closed,MOBILE
67614344,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:30:06.000,Closed,MOBILE
67605494,problem: illegal parking. details: double parked blocking vehicle. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:29:40.000,Closed,ONLINE
67605538,problem: blocked driveway. details: partial access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:29:14.000,Closed,MOBILE
67611421,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:28:40.000,Closed,ONLINE
67606927,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:28:07.000,Closed,ONLINE
67609917,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:27:50.000,Closed,ONLINE
67614343,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:27:43.000,Closed,ONLINE
67605915,problem: heat/hot water. details: apartment only. location type: residential building. borough: queens,HPD,Department of Housing Preservation and Development,queens,2026-01-25T07:27:43.000,Closed,ONLINE
67615806,problem: illegal parking. details: commercial overnight parking. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:27:07.000,Closed,ONLINE
67609978,problem: traffic signal condition. details: controller. borough: queens,DOT,Department of Transportation,queens,2026-01-25T07:26:00.000,Closed,UNKNOWN
67606921,problem: illegal parking. details: commercial overnight parking. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:25:16.000,Closed,ONLINE
67615938,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:25:00.000,Closed,ONLINE
67607132,problem: noise - residential. details: loud talking. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:24:29.000,Closed,MOBILE
67605479,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:24:25.000,Closed,ONLINE
67607154,problem: non-emergency police matter. details: other (complaint details). location type: residential building/house. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:23:40.000,Closed,ONLINE
67605492,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:21:28.000,Closed,MOBILE
67616324,problem: heat/hot water. details: entire building. location type: residential building. borough: brooklyn,HPD,Department of Housing Preservation and Development,brooklyn,2026-01-25T07:21:27.000,Closed,PHONE
67609961,problem: blocked driveway. details: partial access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:21:13.000,Closed,MOBILE
67608424,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:19:18.000,Closed,ONLINE
67615791,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:18:42.000,Closed,ONLINE
67608927,problem: heat/hot water. details: entire building. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T07:17:54.000,Closed,ONLINE
67614541,problem: noise - street/sidewalk. details: loud talking. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:17:50.000,Closed,MOBILE
67611045,problem: encampment. location type: street/sidewalk. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:17:24.000,Closed,ONLINE
67609962,problem: blocked driveway. details: partial access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:17:16.000,Closed,ONLINE
67607029,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:17:03.000,Closed,MOBILE
67612815,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:17:01.000,Closed,ONLINE
67607061,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:15:43.000,Closed,ONLINE
67615977,problem: noise - residential. details: loud music/party. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:15:25.000,Closed,ONLINE
67609947,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:14:53.000,Closed,MOBILE
67610024,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: manhattan,NYPD,New York City Police Department,manhattan,2026-01-25T07:13:59.000,Closed,ONLINE
67608865,problem: heat/hot water. details: apartment only. location type: residential building. borough: manhattan,HPD,Department of Housing Preservation and Development,manhattan,2026-01-25T07:13:35.000,Closed,ONLINE
67609958,problem: blocked driveway. details: no access. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:12:57.000,Closed,ONLINE
67606939,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:12:53.000,Closed,ONLINE
67609904,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:12:51.000,Closed,ONLINE
67605488,problem: illegal parking. details: posted parking sign violation. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:11:27.000,Closed,ONLINE
67606932,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:11:20.000,Closed,ONLINE
67615502,problem: illegal parking. details: blocked crosswalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:11:17.000,Closed,MOBILE
67613660,problem: heat/hot water. details: entire building. location type: residential building. borough: brooklyn,HPD,Department of Housing Preservation and Development,brooklyn,2026-01-25T07:11:02.000,Closed,ONLINE
67615910,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:10:50.000,Closed,ONLINE
67605448,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:09:44.000,Closed,ONLINE
67609905,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:09:40.000,Closed,ONLINE
67612803,problem: illegal parking. details: blocked hydrant. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:09:09.000,Closed,ONLINE
67609906,problem: illegal parking. details: double parked blocking traffic. location type: street/sidewalk. borough: bronx,NYPD,New York City Police Department,bronx,2026-01-25T07:07:42.000,Closed,ONLINE
67608570,problem: noise - residential. details: banging/pounding. location type: residential building/house. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:07:21.000,Closed,ONLINE
67606953,problem: noise - vehicle. details: car/truck horn. location type: street/sidewalk. borough: brooklyn,NYPD,New York City Police Department,brooklyn,2026-01-25T07:07:13.000,Closed,MOBILE
67609882,problem: illegal parking. details: blocked sidewalk. location type: street/sidewalk. borough: queens,NYPD,New York City Police Department,queens,2026-01-25T07:06:19.000,Closed,ONLINE
